ra,dec,TIC,2mass_id,KIC,Reinhold,McQuillan,Claytor ,Oelkers,Newton 2016,Newton 2018,Bouma,Walkowicz
284.8384394,42.0703371,164827658,18592121+4204135,6586746,,,,,,,23.21,
283.7705481,42.027203,164646534,18550494+4201380,6584273,,,,,,,17.38,
297.1150949,41.9091092,169175503,19482762+4154328,6541920,,,,,,,,
297.1150949,41.9091092,169175503,19482762+4154328,6541920,,,,,,,,
293.732787,41.9006366,270779644,19345587+4154030,6528464,,,,,,,,
291.3861294,41.9901394,159654016,19253263+4159249,6521045,,,,,,,,
286.8653826,41.9889571,158387462,19072771+4159207,6508221,,,,,,,,
285.3718781,41.9938697,120495241,19012926+4159380,6504954,,,,,,,,
285.1670927,41.9669383,164886585,19004010+4158014,6504534,,,,,,,,
283.8330588,41.9786358,164646661,18551993+4158431,6501635,,,,,,,15.75,
281.6457236,41.9510686,336266673,18463499+4157039,6497146,,,,,,,35.88,
297.3330716,41.8911186,273231214,19491993+4153280,6462863,,,,,,,21.86,
294.6466171,41.8840952,378160351,19383520+4153027,6451936,,,,,,,15.02,
293.7583002,41.871807,138430034,19350200+4152187,6448890,,,,,,,,
291.6467764,41.8846843,137342400,19263522+4153047,6442377,,,,,,,5.83,
291.6346564,41.8338415,137342279,19263232+4150019,6442340,,,,,,,,
287.0664109,41.8749712,121113728,19081593+4152296,6429812,,,,,,,,
286.6088625,41.8892986,120899838,19062613+4153216,6428794,,,,,,,23.7,
285.2866912,41.8609357,399822422,19010890+4151402,6425957,,,,,,,34.71,
283.3684093,41.821839,237157751,18532841+4149186,6422155,,,,,,,25.58,
283.3163671,41.8370942,237157729,18531593+4150136,6422070,,,,,,,,
298.1111779,41.758324,170251516,19522668+4145300,6387542,,,,,,,,
297.2089078,41.781645,169176157,19485015+4146541,6383821,,,,,,,31.4,
297.2014919,41.7301534,169176340,19484837+4143487,6383785,,,,,,,,
293.1650085,41.746184,138097834,19323961+4144464,6368230,,,,,,,,
293.1507654,41.7291532,138097784,19323620+4143452,6368175,,,,,,,,
292.1868271,41.726944,137409501,19284485+4143373,6365156,,,,,,,,
292.0020614,41.7869639,137408775,19280049+4147130,6364582,,,,,,,24.22,
290.2151459,41.775981,122297877,19205164+4146334,6359320,,,,,,,,
286.576016,41.7415762,120900025,19061828+4144292,6349881,,,,,,,,
285.347162,41.761845,120495446,19012332+4145429,6347299,,,,,,,16.82,
284.5656897,41.7784781,120253552,18581576+4146425,6345732,,,,,,,8.2,
283.2645129,41.7114526,237157859,18530348+4142412,6343170,,,,,,,,
282.8631419,41.7966332,377730967,18512716+4147480,6342333,,,,,,,,
298.4811022,41.6152603,170733187,19535546+4136552,6310636,,,,,,,14.54,
294.7669795,41.6446434,378159769,19390407+4138408,6294819,,,,,,,,
293.9297337,41.6029048,138431008,19354313+4136103,6291837,,,,,,,5.69,
293.8781041,41.6617245,138430864,19353074+4139423,6291653,,,,,,,,
293.7084179,41.6151084,138222081,19345002+4136544,6291033,,,,,,,,
293.1802903,41.6177408,138097531,19324327+4137039,6289257,,,,,,,14.03,
292.5474753,41.6429221,137757057,19301140+4138346,6287313,,,,,,,,
289.1041643,41.6901138,121943923,19162501+4141245,6276791,,,,,,,,
288.99418,41.6333125,121795464,19155860+4137598,6276477,,,,,,,31.67,
287.2726117,41.6356009,121114760,19090543+4138080,6272413,,,,,,,,
285.7135,41.6058799,120577770,19025123+4136211,6269070,,,,,,,19.91,
285.4764959,41.6326615,120576846,19015438+4137578,6268648,,,,,,,,
284.9194213,41.6172093,120420633,18594066+4137019,6267535,,,,,,,,
284.5211975,41.6296562,120253745,18580508+4137465,6266741,,,,,,,,
284.0422701,41.6990348,120105633,18561016+4141569,6265792,,,,,,,,
283.986348,41.6505091,120105569,18555672+4139014,6265665,,,,,,,14.59,
282.9975322,41.67859,258202336,18515939+4140427,6263593,,,,,,,12.1,
297.5839183,41.5411993,169466684,19502014+4132284,6226908,,,,,,,22.74,
296.359456,41.5745321,184426431,19452626+4134283,6221385,,,,,,,12.56,
293.941238,41.5904136,138431036,19354587+4135258,6211812,,,,,,,,
293.3002774,41.5233244,138099276,19331205+4131240,6209677,,,,,,,,
292.2339048,41.5751832,137557778,19285614+4134307,6206214,,,,,,,13.3,
292.1328738,41.5474786,137409907,19283191+4132511,6205897,,,,,,,,
291.9127633,41.5335891,351072172,19273906+4132009,6205228,,,,,,,,
289.0860607,41.5630224,121943724,19162065+4133465,6196457,,,,,,,17,
287.154224,41.5657775,121114997,19083703+4133568,6191521,,,,,,,,
285.0648845,41.5548464,120421638,19001557+4133175,6186964,,,,,,,17.72,
284.2739322,41.5349809,120106432,18570575+4132060,6185331,,,,,,,,
284.0566675,41.5767277,120105470,18561360+4134362,6184894,,,,,,,2.62,
283.4018628,41.5161554,237189544,18533646+4130588,6183511,,,,,,,28.78,
299.303559,41.4410233,171971636,19571285+4126275,6153407,,,,,,,18.57,
294.163167,41.4517316,138636741,19363917+4127064,6131236,,,,,,,,
292.4172566,41.4168384,137626872,19294013+4125007,6125481,,,,,,,7.54,
292.1251038,41.4077928,137410211,19283004+4124281,6124512,,,,,,,,
290.1498822,41.4645625,122298422,19203597+4127525,6118370,,,,,,,,
285.3500664,41.4523695,120495880,19012398+4127079,6106282,,,,,,,17.47,
284.9780251,41.4202077,120420344,18595472+4125125,6105462,,,,,,,,
283.9424274,41.4715535,120042828,18554618+4128177,6103377,,,,,,,,
297.2855,41.3055733,169177842,19490851+4118201,6062929,,,,,,,,
296.3546093,41.3355698,184427149,19452510+4120080,6058816,,,,,,,,
293.8799047,41.3938374,138431522,19353117+4123377,6049190,,,,,,,,
293.2624215,41.3650155,138096962,19330298+4121544,6047072,,,,,,,,
293.0925275,41.3555095,137903329,19322220+4121198,6046540,,,,,,,,
290.1314231,41.3814345,122298563,19203156+4122534,6037187,,,,,,,,
289.444752,41.3179652,122066167,19174668+4119039,6035124,,,,,,,27.82,
288.5099994,41.3017465,121729607,19140239+4118063,6032497,,,,,,,,
285.9687099,41.3635264,120688631,19035249+4121488,6026924,,,,,,,15.82,
285.7515347,41.3356739,120578185,19030034+4120083,6026438,,,,,,,28.38,
283.8643937,41.3463859,120042965,18552745+4120472,6022556,,,,,,,,
283.23581,41.343037,237158274,18525659+4120349,6021275,,,,,,,,
283.1920779,41.3054172,258349590,18524609+4118194,6021193,,,,,,,,
282.9734874,41.3217991,258202719,18515362+4119192,6020753,,,,,,,16.16,
297.1992577,41.2264404,169178161,19484782+4113351,5980783,,,,,,,,
296.7071957,41.2036197,360023295,19464973+4112131,5978559,,,,,,,,
296.6627402,41.2611985,360023124,19463905+4115404,5978361,,,,,,,34.66,
296.6171677,41.2811677,360023069,19462814+4116522,5978170,,,,,,,32.36,
296.457702,41.266021,184561612,19454986+4115576,5977470,,,,,,,,
295.2872318,41.2220033,139158696,19410893+4113190,5972334,,,,,,,,
293.6755138,41.2952061,138297129,19344207+4117432,5966322,,,,,,,,
293.626059,41.2728004,138297190,19343024+4116221,5966154,,,,,,,,
293.5198289,41.2773671,138219758,19340476+4116386,5965819,,,,,,,,
292.8852302,41.279169,137900524,19313247+4116452,5963582,,,,,,,,
292.4637788,41.2990438,137627194,19295132+4117566,5962262,,,,,,,,
291.6288086,41.2088351,137340986,19263090+4112309,5959719,,,,,,,,
290.6079736,41.201094,122597885,19222590+4112039,5956656,,,,,,,25.9,
290.5104788,41.244743,122445076,19220251+4114413,5956342,,,,,,,,
285.29193,41.2557275,399821807,19011006+4115205,5942949,,,,,,,23.87,
285.2166767,41.2824449,399821831,19005200+4116567,5942808,,,,,,,24.54,
284.4099503,41.2374928,120252452,18573837+4114148,5941160,,,,,,,19.52,
283.8994187,41.221594,120043084,18553585+4113177,5940165,,,,,,,15.64,
283.3445555,41.2017544,237158408,18532267+4112062,5938970,,,,,,,15.21,
299.351892,41.1957285,171972797,19572445+4111446,5906694,,,,,,,7.82,
299.1604859,41.1437964,171883078,19563851+4108374,5905822,,,,,,,,
296.902784,41.1981424,168812474,19473667+4111534,5895158,,,,,,,6.48,
293.5275797,41.111394,138219367,19340661+4106411,5881813,,,,,,,17.87,
293.4965906,41.1375635,138219428,19335918+4108153,5881688,,,,,,,,
293.3182976,41.1166697,138100223,19331638+4107000,5881120,,,,,,,,
293.0846115,41.1354049,137968594,19322030+4108075,5880320,,,,,,,,
290.3763246,41.1507928,122442545,19213031+4109026,5871985,,,,,,,,
289.3765441,41.1580845,122065885,19173039+4109311,5868793,,,,,,,,
288.6887221,41.1511076,121731834,19144528+4109042,5866724,,,,,,,7.9,
287.9565768,41.1302834,121461701,19114957+4107491,5864975,,,,,,,,
286.2208685,41.1511886,120768052,19045301+4109045,5860968,,,,,,,,
284.6062174,41.196344,120317833,18582549+4111469,5857540,,,,,,,28.58,
284.0945699,41.1828131,120105003,18562270+4110581,5856571,,,,,,,6.22,
297.4537402,41.0110188,169461816,19494889+4100395,5812701,,,,,,,,
296.388767,41.040509,184428068,19453331+4102260,5807769,,,,,,,,
289.8707469,41.0407482,122137575,19192897+4102266,5784777,,,,,,,6.43,
288.5970695,41.0363254,121660826,19142330+4102111,5780930,,,,,,,14.09,
288.5814928,41.0897335,121660904,19141956+4105233,5780885,,,,,,,,
286.2543962,41.0218373,120819731,19050106+4101187,5775129,,,,,,,,
285.9115968,41.0695091,120686620,19033876+4104099,5774349,,,,,,,32.15,
285.3314903,41.0638435,120496423,19011956+4103500,5773121,,,,,,,18.09,
283.8095478,41.0412517,350987771,18551428+4102284,5770074,,,,,,,18.44,
283.2115971,41.0380135,258349285,18525078+4102170,5768816,,,,,,,16.37,
297.5936232,40.9772546,169556484,19502247+4058381,5728139,,,,,,,,
295.1390408,40.9790527,138968107,19403337+4058446,5716932,,,,,,,5.91,
293.1234493,40.9348005,137969066,19322962+4056051,5709725,,,,,,,15.85,
292.1710683,40.9162381,137411225,19284107+4054587,5706595,,,,,,,,
291.9129477,40.9539265,351070059,19273909+4057140,5705819,,,,,,,19.25,
288.5743991,40.9886069,121660779,19141786+4059191,5695524,,,,,,,26.43,
285.9999204,40.9193822,120689253,19035997+4055095,5689351,,,,,,,25.76,
285.7972604,40.9361923,120686458,19031133+4056102,5688910,,,,,,,,
285.7396971,40.9798688,120578712,19025755+4058481,5688790,,,,,,,33.52,
285.6899312,40.9946659,120578688,19024559+4059403,5688683,,,,,,,12.7,
284.4784454,40.9331723,120254625,18575483+4055591,5686174,,,,,,,36.18,
283.257573,40.9904095,237158650,18530182+4059257,5683743,,,,,,,,
299.6595903,40.8438526,172422725,19583830+4050378,5652893,,,,,,,,
297.9529793,40.8067876,170241112,19514871+4048245,5644412,,,,,,,7.4,
295.1581062,40.8988186,138968338,19403794+4053558,5631630,,,,,,,7.12,
294.6147908,40.8331158,377915758,19382755+4049594,5629538,,,,,,,35.88,
294.5577857,40.8504949,377915723,19381389+4051018,5629353,,,,,,,,
292.3150933,40.8387799,137556026,19291562+4050197,5621586,,,,,,,,
292.171185,40.8113849,137411481,19284108+4048409,5621125,,,,,,,,
289.7732613,40.8007019,394174221,19190557+4048026,5613330,,,,,,,,
288.5385574,40.8771276,121660595,19140925+4052375,5609593,,,,,,,,
285.7207618,40.8569116,120578889,19025298+4051250,5602588,,,,,,,,
285.0865387,40.8990506,120422519,19002077+4053563,5601258,,,,,,,17.47,
284.3510523,40.8529319,120252007,18572426+4051107,5599774,,,,,,,,
298.7351131,40.7641262,171098231,19545645+4045509,5562090,,,,,,,,
296.5004384,40.7212069,184559893,19460010+4043164,5551240,,,,,,,,
295.4812018,40.7319316,184009076,19415549+4043551,5546761,,,,,,,,
295.4623336,40.7769335,184008951,19415096+4046371,5546691,,,,,,,,
294.364904,40.7208898,377910183,19372756+4043151,5542466,,,,,,,29.79,
292.2525301,40.7927895,137555923,19290059+4047337,5534941,,,,,,,,
291.19509,40.7027352,137089993,19244681+4042097,5531694,,,,,,,,
290.6583922,40.7785383,122597057,19223801+4046427,5530112,,,,,,,8.31,
289.6793396,40.7004265,394174412,19184304+4042016,5526717,,,,,,,16.98,
287.4660334,40.75842,121272493,19095185+4045304,5520547,,,,,,,,
284.6351885,40.7198296,120317234,18583244+4043113,5514383,,,,,,,7.82,
283.9200236,40.7400419,120043638,18554080+4044244,5513012,,,,,,,20.78,
282.9790593,40.7844188,258203303,18515494+4047036,5511081,,,,,,,,
298.3738383,40.6184483,170647523,19532972+4037063,5474613,,,,,,,,
298.150057,40.6561751,170344769,19523602+4039222,5473556,,,,,,,,
297.4825612,40.6807412,169557750,19495582+4040508,5470739,,,,,,,21.35,
295.4326552,40.6481874,184009313,19414386+4038536,5461440,,,,,,,33.01,
294.2020505,40.6633313,138641300,19364851+4039482,5456651,,,,,,,,
292.5778203,40.6679032,137754713,19301866+4040042,5450893,,,,,,,8.72,
291.1481028,40.669413,122712595,19243554+4040098,5446285,,,,,,,,
290.9498966,40.605197,122707371,19234797+4036187,5445681,,,,,,,,
290.5663221,40.6920756,122446089,19221591+4041313,5444548,,,,,,,13.81,
289.289819,40.6816262,121946404,19170955+4040540,5440317,,,,,,,,
288.7710137,40.6641771,121732589,19150504+4039510,5438757,,,,,,,,
288.5387145,40.6160545,121660143,19140928+4036581,5438099,,,,,,,16.01,
288.4749028,40.6512848,121603086,19135396+4039048,5437945,,,,,,,17.68,
287.8971066,40.6378141,121460918,19113530+4038161,5436502,,,,,,,,
287.7069031,40.6852161,121329580,19104965+4041068,5436013,,,,,,,14.57,
297.2550814,40.5483883,169180792,19490121+4032541,5384079,,,,,,,3.91,
295.300065,40.5565792,139155506,19411202+4033237,5375194,,,,,,,10.1,
295.1025166,40.5723736,138969285,19402457+4034206,5374403,,,,,,,,
294.4418236,40.5716114,377909767,19374603+4034180,5371777,,,,,,,,
294.4418031,40.5575408,377909730,19374602+4033273,5371776,,,,,,,13.9,
293.9335076,40.590704,138433618,19354403+4035266,5369827,,,,,,,12.57,
290.5817432,40.5773106,122596693,19221961+4034386,5358624,,,,,,,,
290.4617926,40.5624966,122446315,19215082+4033448,5358241,,,,,,,,
290.2651662,40.5484937,122300177,19210368+4032551,5357545,,,,,,,38.77,
284.3284866,40.5688741,120251654,18571884+4034080,5342473,,,,,,,,
283.5875459,40.5749018,237191392,18542102+4034297,5340878,,,,,,,35.1,
283.4997537,40.5528053,237188565,18535995+4033100,5340644,,,,,,,30.41,
282.9997682,40.5574322,258203566,18515993+4033268,5339567,,,,,,,,
299.5347603,40.4777528,172372582,19580834+4028399,5308537,,,,,,,27.21,
298.2520208,40.4960842,170646917,19530049+4029458,5301750,,,,,,,20.12,
295.7852423,40.4395753,184162776,19430843+4026223,5289854,,,,,,,,
293.5808607,40.4275396,138299395,19341940+4025388,5281113,,,,,,,12.4,
293.4464227,40.4098813,138217479,19334714+4024356,5280587,,,,,,,7.82,
291.1495269,40.4204569,122713147,19243588+4025138,5272878,,,,,,,,
290.9444679,40.4800528,122707140,19234667+4028481,5272233,,,,,,,12.86,
283.2213438,40.421762,258348597,18525313+4025185,5252423,,,,,,,17.48,
299.2242557,40.343167,171879024,19565383+4020354,5219234,,,,,,,26.12,
298.1188802,40.3750316,170346081,19522853+4022301,5213404,,,,,,,,
298.0834457,40.3462551,170346220,19522001+4020463,5213230,,,,,,,,
297.6513317,40.3524154,169814632,19503634+4021091,5211199,,,,,,,,
295.933471,40.3005515,184247532,19434403+4018020,5202905,,,,,,,,
294.1130368,40.3628861,138575125,19362713+4021466,5195172,,,,,,,18.67,
291.0837644,40.3552252,122713286,19242011+4021189,5184584,,,,,,,,
290.6685136,40.3977086,122596334,19224044+4023517,5183357,,,,,,,,
289.0739641,40.3660239,121865123,19161775+4021576,5177859,,,,,,,7.09,
288.8229001,40.38901,121789066,19151750+4023205,5177104,,,,,,,21.65,
288.0955917,40.365909,121465371,19122295+4021574,5175024,,,,,,,12.39,
283.253527,40.3582155,237159318,18530085+4021295,5164255,,,,,,,,
298.8358277,40.2930714,171502232,19552061+4017353,5128673,,,,,,,,
298.0845087,40.2832525,170346516,19522028+4016597,5125347,,,,,,,11.2,
297.9400971,40.2785566,170236331,19514564+4016430,5124667,,,,,,,10.7,
297.252613,40.288605,169181786,19490062+4017189,5121511,,,,,,,32.79,
296.885724,40.2281717,168816237,19473258+4013416,5120087,,,,,,,7.65,
295.5594278,40.236249,184090767,19421426+4014105,5113822,,,,,,,18.1,
293.7936339,40.241023,138425797,19351045+4014273,5106313,,,,,,,36.41,
290.9916648,40.2293347,122706631,19235800+4013455,5096590,,,,,,,11.02,
290.4999139,40.2877161,122446866,19215996+4017157,5095082,,,,,,,,
290.3926795,40.2849074,122441003,19213425+4017055,5094751,,,,,,,,
289.6785786,40.2496475,394175334,19184285+4014586,5092266,,,,,,,,
288.3969751,40.2131892,121603852,19133528+4012475,5088400,,,,,,,11.85,
286.695153,40.2918894,121013472,19064684+4017305,5084171,,,,,,,,
285.0131082,40.2209547,120418600,19000314+4013147,5080636,,,,,,,34.22,
299.4268472,40.1433462,172370679,19574239+4008357,5044555,,,,,,,,
298.9917165,40.14226,171585303,19555801+4008327,5042210,,,,,,,,
297.9057655,40.1628378,169931288,19513739+4009462,5036705,,,,,,,,
296.846092,40.1385777,239225129,19472307+4008190,5031857,,,,,,,,
294.9917723,40.1443964,138960099,19395802+4008398,5022828,,,,,,,,
294.7768068,40.1537027,138728891,19390644+4009134,5021899,,,,,,,29.76,
294.3735518,40.1946345,377908774,19372964+4011406,5020319,,,,,,,8.85,
291.4055614,40.1254254,137154728,19253733+4007317,5009743,,,,,,,,
290.6332748,40.1369671,122595850,19223199+4008131,5007345,,,,,,,,
289.5483989,40.1641457,122070274,19181161+4009511,5003670,,,,,,,21.38,
284.4594558,40.1424756,120255638,18575026+4008332,4991208,,,,,,,21.78,
283.469299,40.1325185,237188153,18535264+4007573,4989057,,,,,,,33.52,
297.577145,40.0276768,169560572,19501850+4001397,4947556,,,,,,,7.1,
295.8092756,40.0084866,184164097,19431423+4000306,4939346,,,,,,,,
294.1710831,40.0551372,138574253,19364106+4003186,4932442,,,,,,,,
289.3770051,40.0010791,122063936,19173048+4000041,4915638,,,,,,,,
289.0330532,40.0869182,121865605,19160792+4005127,4914566,,,,,,,12.71,
288.9845512,40.0644857,121865656,19155629+4003522,4914423,,,,,,,,
279.2624729,40.0186905,157586003,18370297+4001073,4893865,,,,,,,,
298.2150641,39.9550863,170348142,19525162+3957183,4862625,,,,,,,,
297.7968197,39.9213378,169932440,19511126+3955169,4860678,,,,,,,,
297.0746571,39.9338893,169079027,19481791+3956018,4857213,,,,,,,19.64,
297.042015,39.9121864,169078948,19481009+3954440,4857058,,,,,,,24.88,
296.1125759,39.9787451,184296619,19442701+3958436,4852528,,,,,,,24.37,
295.7855238,39.9078956,184164411,19430852+3954285,4850961,,,,,,,,
295.0020771,39.9528613,138959504,19400048+3957105,4847534,,,,,,,,
293.4270647,39.9423967,138216186,19334248+3956327,4841374,,,,,,,,
291.1118647,39.9490248,122714267,19242685+3956567,4833421,,,,,,,,
290.5767116,39.9568913,122595516,19221841+3957248,4831728,,,,,,,,
284.4722473,39.911889,120255950,18575331+3954425,4815520,,,,,,,18.62,
283.995085,39.9170121,120103486,18555882+3955012,4814502,,,,,,,6.21,
283.6053012,39.9979286,237192046,18542526+3959527,4813563,,,,,,,24.88,
297.4771158,39.8772345,169561256,19495451+3952380,4770617,,,,,,,,
295.429322,39.8865068,184011870,19414304+3953115,4760478,,,,,,,,
294.7101832,39.8250437,378087276,19385044+3949303,4757437,,,,,,,,
290.0907893,39.8169085,122293639,19202179+3949011,4741126,,,,,,,,
288.6949475,39.8830802,121733900,19144680+3952595,4736644,,,,,,,,
288.3953074,39.8725067,121604440,19133486+3952215,4735826,,,,,,,,
283.8664285,39.8981928,120044687,18552792+3953530,4725681,,,,,,,15.32,
296.4037783,39.7227036,184469205,19453689+3943215,4673628,,,,,,,,
294.6646789,39.7838461,378087161,19383952+3947017,4665571,,,,,,,,
294.4899225,39.7714758,377918545,19375757+3946172,4664847,,,,,,,,
292.1042198,39.7678585,137413972,19282502+3946044,4656049,,,,,,,,
290.4931471,39.7855117,122447896,19215835+3947078,4650733,,,,,,,,
290.477406,39.7319975,122447994,19215457+3943552,4650674,,,,,,,,
288.883474,39.7446547,121786521,19153199+3944404,4645174,,,,,,,,
288.6986828,39.7082044,121734202,19144767+3942298,4644604,,,,,,,,
285.4195845,39.7061009,120498491,19014070+3942219,4636578,,,,,,,,
284.0323723,39.7815365,120103325,18560773+3946527,4633570,,,,,,,15.57,
294.1921185,39.6189727,138644215,19364610+3937084,4570949,,,,,,,,
292.1504723,39.6375254,137414304,19283611+3938152,4563268,,,,,,,13.06,
290.1465356,39.6658026,122302031,19203517+3939569,4556468,,,,,,,,
287.4099905,39.6586267,121215807,19093841+3939312,4548098,,,,,,,5.92,
287.3713199,39.6036225,121215710,19092910+3936128,4548011,,,,,,,,
286.3300783,39.6831276,120821730,19051922+3940594,4545570,,,,,,,18.74,
286.1621273,39.6780204,120765800,19043889+3940407,4545187,,,,,,,,
286.0252285,39.6309204,120691237,19040604+3937513,4544907,,,,,,,,
296.4557129,39.598537,184556217,19454938+3935549,4484336,,,,,,,,
296.2151275,39.5270248,184418214,19445164+3931373,4483138,,,,,,,22.11,
295.1933631,39.5396946,138972811,19404641+3932228,4478168,,,,,,,,
294.7106347,39.5216975,378086390,19385054+3931182,4476123,,,,,,,12.52,
294.082697,39.5560655,138572691,19361984+3933219,4473613,,,,,,,10.25,
293.9835827,39.5728474,138477499,19355605+3934223,4473226,,,,,,,15.32,
293.8853557,39.5198348,138477646,19353249+3931113,4472818,,,,,,,10.1,
292.2760929,39.5501136,137552781,19290626+3933006,4466677,,,,,,,,
289.7473165,39.5234131,394176812,19185935+3931244,4458082,,,,,,,,
288.9163997,39.5947523,121785939,19153994+3935409,4455231,,,,,,,16.61,
288.8206058,39.5228712,121785676,19151693+3931221,4454934,,,,,,,,
296.2645118,39.4059745,184417747,19450349+3924214,4385148,,,,,,,,
295.563555,39.41757,184088195,19421525+3925033,4381429,,,,,,,,
293.063315,39.4034052,137972889,19321520+3924124,4370527,,,,,,,18.99,
296.2351072,39.3702865,184417625,19445642+3922132,4282872,,,,,,,,
296.1079271,39.3199201,184298883,19442589+3919116,4282191,,,,,,,,
295.3225434,39.3764624,139106731,19411740+3922353,4278221,,,,,,,7.88,
294.769825,39.3984081,378086008,19390477+3923546,4275721,,,,,,,,
294.6552312,39.3083446,378085713,19383725+3918301,4275191,,,,,,,,
293.8213286,39.3913385,138423341,19351712+3923288,4271474,,,,,,,8.15,
293.5308112,39.3159329,138214374,19340740+3918572,4270253,,,,,,,,
291.6462654,39.3966122,137336979,19263509+3923478,4262581,,,,,,,,
289.4066969,39.338813,122062725,19173761+3920198,4254466,,,,,,,26.82,
287.2924737,39.3832039,121215333,19091019+3922596,4248120,,,,,,,23.21,
287.2411783,39.3326977,121121775,19085788+3919579,4247991,,,,,,,,
285.146622,39.3708055,120424814,19003517+3922148,4242692,,,,,,,20.81,
296.5245187,39.2498503,184554925,19460582+3914591,4180280,,,,,,,15.62,
296.222199,39.268942,184417262,19445331+3916082,4178606,,,,,,,,
295.6848822,39.2561274,184166357,19424436+3915221,4175630,,,,,,,13.6,
295.1640095,39.2014024,139034625,19403935+3912050,4173026,,,,,,,11.53,
293.4700919,39.2528182,138214174,19335282+3915101,4165473,,,,,,,22.58,
293.3628165,39.2124394,138105127,19332708+3912448,4164994,,,,,,,32.83,
293.3450181,39.2577469,138105005,19332279+3915281,4164922,,,,,,,9.49,
291.5569554,39.2272923,137217372,19261367+3913382,4157325,,,,,,,20.92,
291.0201523,39.2206091,122685803,19240483+3913144,4155328,,,,,,,4.22,
289.7917561,39.2852655,394177315,19190999+3917070,4150804,,,,,,,28.58,
289.4381201,39.2703594,122062591,19174514+3916133,4149450,,,,,,,,
287.6550196,39.2441716,121327187,19103720+3914394,4143755,,,,,,,22.29,
286.6895986,39.2120802,120973167,19064546+3912428,4141376,,,,,,,,
285.7520229,39.2491731,120627712,19030049+3914571,4138951,,,,,,,,
285.3666029,39.2800704,120499135,19012797+3916482,4138008,,,,,,,,
284.8601128,39.2405076,120355363,18592643+3914259,4136466,,,,,,,,
284.5825682,39.2201737,120315151,18581981+3913127,4135665,,,,,,,,
296.5105045,39.1732645,184554636,19460251+3910239,4078311,,,,,,,,
296.3586251,39.1152033,184471242,19452607+3906546,4077526,,,,,,,,
296.0818498,39.161614,184299435,19441964+3909418,4076098,,,,,,,,
295.3708312,39.1772925,139106013,19412899+3910379,4072526,,,,,,,24.03,
294.2901043,39.126871,138645719,19370960+3907367,4067925,,,,,,,,
287.3078999,39.1447097,121214909,19091388+3908410,4043190,,,,,,,34.44,
295.3774182,39.0480365,184014439,19413057+3902529,3969687,,,,,,,28.35,
294.9438822,39.0320499,138890353,19394653+3901554,3967760,,,,,,,14.9,
294.8400788,39.0859757,138805992,19392161+3905095,3967326,,,,,,,9.49,
294.7119855,39.0737317,378085037,19385086+3904255,3966801,,,,,,,,
294.0290734,39.0517893,138571095,19360698+3903066,3964109,,,,,,,,
293.5958044,39.0294267,138303317,19342300+3901461,3962357,,,,,,,,
293.568197,39.0363123,138213510,19341635+3902107,3962243,,,,,,,,
291.9191348,39.0221769,351062058,19274059+3901201,3955817,,,,,,,,
287.9757213,39.087168,121458206,19115418+3905138,3942670,,,,,,,,
286.5831894,39.0772582,120961424,19061996+3904379,3939150,,,,,,,,
286.0524399,39.0960281,120692095,19041258+3905457,3937814,,,,,,,,
285.9307362,39.0981201,120692092,19034336+3905532,3937519,,,,,,,,
285.213819,39.027466,399794420,19005131+3901389,3935914,,,,,,,16.09,
295.9751549,38.9466396,184300256,19435403+3856479,3869014,,,,,,,,
295.7010981,38.9458209,184167421,19424826+3856449,3867615,,,,,,,,
294.3565559,38.9473424,377873569,19372557+3856505,3861595,,,,,,,,
293.873663,38.9224548,138479461,19352967+3855209,3859628,,,,,,,,
293.7439223,38.9392217,138366498,19345854+3856214,3859079,,,,,,,33.06,
292.0818824,38.9149472,137483383,19281964+3854541,3852655,,,,,,,,
290.8676391,38.9600779,122605691,19232824+3857364,3848275,,,,,,,,
290.7659557,38.9279468,122605766,19230381+3855406,3847907,,,,,,,,
290.5294799,38.9427306,122449752,19220706+3856335,3847138,,,,,,,23.04,
288.1336793,38.9968923,121467823,19123208+3859487,3839488,,,,,,,21.29,
286.6300796,38.9455907,120961632,19063122+3856441,3835670,,,,,,,,
285.516872,38.9324587,120572779,19020404+3855566,3833007,,,,,,,,
284.7068546,38.9367566,120314731,18584965+3856126,3831053,,,,,,,,
295.3075252,38.8815716,139104940,19411380+3852539,3762468,,,,,,,3.02,
293.8266166,38.8565906,138366224,19351838+3851238,3756264,,,,,,,,
292.2324228,38.8921946,137550938,19285578+3853319,3749978,,,,,,,,
292.0068239,38.8207001,137401986,19280163+3849146,3749134,,,,,,,,
291.6768669,38.8749152,137319097,19264243+3852296,3747817,,,,,,,16.94,
291.0972257,38.8756049,122716806,19242333+3852321,3745690,,,,,,,,
291.0620355,38.8632881,122716838,19241488+3851479,3745559,,,,,,,8.43,
286.9171489,38.8722123,121020728,19074010+3852199,3732821,,,,,,,,
286.613685,38.8919507,120961712,19062728+3853310,3732035,,,,,,,,
285.2197605,38.8058393,399794186,19005276+3848211,3728701,,,,,,,,
285.1197266,38.8664618,120425617,19002872+3851591,3728432,,,,,,,18.47,
295.6087625,38.7357368,184085929,19422610+3844086,3662838,,,,,,,,
295.4220717,38.7356737,184015535,19414128+3844084,3661886,,,,,,,,
295.2167334,38.7744269,139036121,19405199+3846275,3660924,,,,,,,,
294.511319,38.7904648,378012771,19380270+3847258,3657758,,,,,,,10.32,
294.1107631,38.7102222,138569990,19362658+3842368,3656121,,,,,,,14.4,
